"OBJECTID.x","GEOID","NAME","Total Population","Aggregate Income","Per Capita Income","ACS_VINTAGE","JURISDICTION","CRA_NO","CRA_GRP","GEN_ALIAS","DETL_NAMES","TRACT_LABEL","OBJECTID_12_13_14_15_16","OBJECTID.y","TRACT","TRACTCE10","NAME10","NAMELSAD10","ACRES_TOTA","WATER","SHAPE_Leng","TC_ID","OBJECTID_1","TRACT_1","TRACTCE10_1","GEOID10_1","NAME10_1","NAMELSAD10_1","ACRES_TOTAL","PCT_PEOPLE_OF_COLOR","PTL_PEOPLE_OF_COLOR","PCT_ENGLISH_LESSTHAN_VERY_WELL","PTL_ENGLISH_LESSTHAN_VERY_WELL","PCT_FOREIGN_BORN","PTL_FOREIGN_BORN","PCT_POP_INC_UNDER_200_POVERTY","PTL_POP_INC_UNDER_200_POVERTY","PCT_LESS_BACHELOR_DEGREE","PTL_LESS_BACHELOR_DEGREE","PCT_ADULTNOLEISUREPHYSACTIVITY","PCT_ADULT_WITH_DIABETES","PCT_ADULT_OBESE","PCT_ADULTMENTALHEALTHNOTGOOD","PCT_ADULT_WITH_ASTHMA","PCT_ADULT_WITH_DISABILITIES","PCT_LOW_LIFE_EXPECT_AT_BIRTH","PTL_ADULTNOLEISUREPHYSACTIVITY","PTL_ADULT_DIAGNOSED_DIABETES","PTL_ADULT_OBESE","PTL_ADULTMENTALHEALTHNOTGOOD","PTL_ADULT_WITH_ASTHMA","PTL_ADULT_WITH_DISABILITIES","PTL_LOW_LIFE_EXPECT_AT_BIRTH","COMPOSITE_PERCENTILE","COMPOSITE_QUINTILE","RACE_ELL_ORIGINS_PERCENTILE","RACE_ELL_ORIGINS_QUINTILE","SOCIOECONOMIC_PERCENTILE","SOCIOECONOMIC_QUINTILE","HEALTH_PERCENTILE","HEALTH_QUINTILE","RSE_Priority_Rank","OBJECTID_12","TC_ID_1","Total_A","Can_A","Grass_A","Soil_A","Water_A","Build_A","Road_A","Paved_A","Perv_A","Imperv_A","Can_P","Grass_P","Soil_P","Water_P","Build_P","Road_P","Paved_P","Perv_P","Imperv_P","TC_E_A","TC_Pv_A","TC_Land_A","TC_Pi_A","TC_P_A","TC_E_P","TC_Pv_P","TC_P_P","TC_Pi_P","TC_Land_A_1","Gain","Loss","No_Change","TreeCanopy_2016_Area","TreeCanopy_2021_Area","Change_Area","Change_PercentChange","TreeCanopy_2016_Percent","TreeCanopy_2021_Percent","Change_Percent_AbsDiff","OBJECTID_12_13","OBJECTID_12_13_14","TC_ID_12","OBJECTID_12_13_14_15","TC_ID_12_13","Shape__Area","Shape__Length","maj_TC","Imperv_TC_Diff"
1678,53033032402,"Census Tract 324.02, King County, Washington",6377,302178800,47386,"5Y15","King County Balance",NA,NA,"","",324.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1679,53033032500,"Census Tract 325, King County, Washington",5399,244683800,45320,"5Y15","King County Balance",NA,NA,"","",325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1680,53033032601,"Census Tract 326.01, King County, Washington",2624,102185500,38943,"5Y15","King County Balance",NA,NA,"","",326.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1681,53033032602,"Census Tract 326.02, King County, Washington",12602,609975200,48403,"5Y15","King County Balance",NA,NA,"","",326.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1682,53033032702,"Census Tract 327.02, King County, Washington",6775,325148700,47992,"5Y15","King County Balance",NA,NA,"","",327.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1683,53033032703,"Census Tract 327.03, King County, Washington",2262,81043900,35828,"5Y15","King County Balance",NA,NA,"","",327.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1684,53033032704,"Census Tract 327.04, King County, Washington",6535,250633900,38353,"5Y15","King County Balance",NA,NA,"","",327.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1685,53033032800,"Census Tract 328, King County, Washington",2352,106929100,45463,"5Y15","King County Balance",NA,NA,"","",328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1686,53033000101,"Census Tract 1.01, King County, Washington",3502,150218300,42895,"5Y21","Seattle",8.3,8,"Cedar Park/Meadowbrook","Cedar Park, Lake City, Meadowbrook, Matthews Beach",1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1687,53033000102,"Census Tract 1.02, King County, Washington",4407,250385100,56815,"5Y21","Seattle",8.3,8,"Cedar Park/Meadowbrook","Cedar Park, Lake City, Meadowbrook, Matthews Beach",1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1688,53033000201,"Census Tract 2.01, King County, Washington",4551,299797300,65875,"5Y21","Seattle",8.2,8,"Olympic Hills/Victory Heights","Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1689,53033000202,"Census Tract 2.02, King County, Washington",4499,179926900,39993,"5Y21","Seattle",8.2,8,"Olympic Hills/Victory Heights","Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1690,53033000300,"Census Tract 3, King County, Washington",2845,152509100,53606,"5Y21","Seattle",9.5,9,"Haller Lake","Haller Lake, Pinehurst",3,41,81,300,300,3,"Census Tract 3",299.10185078,0,17267.9744895651,81,104,NA,NA,NA,NA,NA,299.10185078,0.23886926,0.391,0.05059084,0.564,0.095053,0.234,0.29280397,0.67,0.612073,0.85,0.166,0.076,0.244,0.114,0.095,0.16080178,0.8005,0.751,0.714,0.796,0.812,0.819,0.864,0.782,0.685,"Second highest",0.391,"Second lowest",0.775,"Second highest",0.828,"Highest priority/Most disadvantaged",4,NA,NA,13028887,4173311,4112365,0,0,2012108,1797865,933238,8285676,4743211,32.0312164807324,31.5634405302617,0,0,15.4434373404267,13.7990681782719,7.16283747030733,63.5946570109941,36.4053429890059,4173311,4112365,13028887,933238,5045603,32.0312164807324,31.5634405302617,38.726278000569,7.16283747030733,NA,378415,523240,3794896,4318136,4173311,-144825,-3.35387769167067,33.1427849516233,32.0312164807324,-1.11156847089088,NA,NA,NA,NA,NA,13028875.3245544,17267.9738231408,FALSE,-4.37412650827351
1691,53033000402,"Census Tract 4.02, King County, Washington",5320,330132500,62055,"5Y21","Seattle",9.1,9,"Broadview/Bitter Lake","Broadview, Bitter Lake",4.02,58,100,402,402,4.02,"Census Tract 4.02",444.49421891,0,21397.1748866823,100,128,NA,NA,NA,NA,NA,444.49421891,0.21974831,0.339,0.04363208,0.497,0.10029042,0.271,0.21309475,0.534,0.46409091,0.677,0.152,0.076,0.209,0.087,0.085,0.20864791,0.7931,0.684,0.714,0.285,0.27,0.24,0.954,0.82,0.564,"Middle",0.369,"Second lowest",0.617,"Second highest",0.617,"Second highest",3,NA,NA,19362159,4976005,7357214,17559,1833,3240858,1826816,1941874,12352611,7009548,25.6996391776351,37.9979009572228,0.090687200740372,0.00946691946905301,16.7381023986013,9.43498088203903,10.0292224642923,63.7976942550673,36.2023057449327,4976005,7357214,19360326,1959433,9316647,25.7020723721284,38.0014985284855,48.1223663279224,10.1208677994368,NA,598060,581032,4377945,4958977,4976005,17028,0.343377273175496,25.6141193077017,25.7020723721284,0.0879530644267028,NA,NA,NA,NA,NA,19362165.5422668,21397.1735646488,FALSE,-10.5002333728043
1692,53033000403,"Census Tract 4.03, King County, Washington",3184,142155000,44647,"5Y21","Seattle",9.1,9,"Broadview/Bitter Lake","Broadview, Bitter Lake",4.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1693,53033000404,"Census Tract 4.04, King County, Washington",3859,116379000,30158,"5Y21","Seattle",9.1,9,"Broadview/Bitter Lake","Broadview, Bitter Lake",4.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1694,53033000500,"Census Tract 5, King County, Washington",3414,269479000,78934,"5Y21","Seattle",9.1,9,"Broadview/Bitter Lake","Broadview, Bitter Lake",5,132,179,500,500,5,"Census Tract 5",691.43877239,0,26774.4064985703,179,35,NA,NA,NA,NA,NA,691.43877239,0.1521877,0.113,0.03150134,0.376,0.10526316,0.286,0.10454401,0.098,0.31820092,0.391,0.125,0.076,0.211,0.078,0.083,0.08590657,0.8243,0.413,0.714,0.345,0.045,0.082,0.353,0.564,0.196,"Second lowest",0.188,"Lowest",0.181,"Lowest",0.346,"Second lowest",2,NA,NA,30119091,15913112,7769738,139228,0,3402301,1535840,1358872,23822078,6297013,52.83397164941,25.7967214216392,0.462258306533886,0,11.2961609631579,5.099224276058,4.51166338320104,79.0929513775831,20.9070486224169,15913112,7769738,30119091,1498100,9267838,52.83397164941,25.7967214216392,30.7706431113741,4.97392168973493,NA,983619,1412111,14929493,16341604,15913112,-428492,-2.62209266605653,54.2566307861017,52.83397164941,-1.42265913669174,NA,NA,NA,NA,NA,30119069.3062439,26774.4047929896,TRUE,31.9269230269931
1695,53033000601,"Census Tract 6.01, King County, Washington",4726,227603900,48160,"5Y21","Seattle",9.5,9,"Haller Lake","Haller Lake, Pinehurst",6.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1696,53033000602,"Census Tract 6.02, King County, Washington",3845,184154400,47895,"5Y21","Seattle",9.5,9,"Haller Lake","Haller Lake, Pinehurst",6.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1697,53033000700,"Census Tract 7, King County, Washington",5253,248918500,47386,"5Y21","Seattle",8.2,8,"Olympic Hills/Victory Heights","Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",7,39,79,700,700,7,"Census Tract 7",319.89860374,0,16213.540329214,79,23,NA,NA,NA,NA,NA,319.89860374,0.42592991,0.73,0.13801843,0.79,0.25284885,0.767,0.30562137,0.692,0.53013154,0.76,0.154,0.067,0.236,0.106,0.091,0.10678098,0.8395,0.699,0.571,0.759,0.691,0.669,0.556,0.376,0.745,"Second highest",0.76,"Second highest",0.745,"Second highest",0.67,"Second highest",4,NA,NA,13934800,4642871,4494630,0,0,2528998,1464021,804280,9137501,4797299,33.3185334558085,32.2547148147085,0,0,18.1487929500244,10.5062218331085,5.77173694635014,65.573248270517,34.426751729483,4642871,4494630,13934800,804280,5298910,33.3185334558085,32.2547148147085,38.0264517610586,5.77173694635014,NA,429480,551558,4213391,4764949,4642871,-122078,-2.56200013893118,34.1945991331056,33.3185334558085,-0.876065677297127,NA,NA,NA,NA,NA,13934781.0831299,16213.539655057,FALSE,-1.1082182736745
1698,53033000800,"Census Tract 8, King County, Washington",2717,160517800,59079,"5Y21","Seattle",8.3,8,"Cedar Park/Meadowbrook","Cedar Park, Lake City, Meadowbrook, Matthews Beach",8,37,77,800,800,8,"Census Tract 8",282.07307061,0,15396.722147055,77,124,NA,NA,NA,NA,NA,282.07307061,0.16006467,0.151,0.01921435,0.226,0.07073565,0.083,0.11742739,0.143,0.38551651,0.542,0.133,0.069,0.215,0.089,0.086,0.07231405,0.8114,0.511,0.609,0.398,0.353,0.345,0.225,0.647,0.324,"Second lowest",0.128,"Lowest",0.346,"Second lowest",0.467,"Middle",2,NA,NA,12287096,5104725,4146964,26422,96715,1853257,893087,165926,9374826,2912270,41.545414799396,33.7505623786125,0.215038606355806,0.787126591995375,15.082953693859,7.26849533852425,1.35040859125704,76.2981423763597,23.7018576236403,5104725,4146964,12190381,192348,4339312,41.8750242506776,34.0183296978167,35.5961967062391,1.57786700842246,NA,485059,554435,4619666,5174101,5104725,-69376,-1.34083196288592,42.444128694583,41.8750242506776,-0.569104443905402,NA,NA,NA,NA,NA,12287101.9970093,15396.7211640586,FALSE,18.1731666270373
1699,53033000900,"Census Tract 9, King County, Washington",2111,161307600,76413,"5Y21","Seattle",8.3,8,"Cedar Park/Meadowbrook","Cedar Park, Lake City, Meadowbrook, Matthews Beach",9,32,72,900,900,9,"Census Tract 9",234.72353208,0,21457.1378410922,72,56,NA,NA,NA,NA,NA,234.72353208,0.22654964,0.354,0.03758542,0.422,0.1278113,0.429,0.08522413,0.068,0.24914676,0.173,0.123,0.074,0.208,0.079,0.083,0.07677165,0.8558,0.368,0.684,0.255,0.06,0.082,0.263,0.188,0.173,"Lowest",0.407,"Middle",0.076,"Lowest",0.196,"Second lowest",1,NA,NA,10224606,4068237,3418620,55187,40294,1742960,611680,287628,7582338,2642268,39.78869210217,33.4352247900799,0.53974695944274,0.394088535049664,17.0467204310856,5.98243101005555,2.81309617211656,74.1577523867423,25.8422476132577,4068237,3418620,10184312,342815,3761435,39.946115162222,33.5675105004638,36.9336190800125,3.36610857954862,NA,398018,421263,3670219,4091482,4068237,-23245,-0.568131547444178,40.1743583660831,39.946115162222,-0.228243203861005,NA,NA,NA,NA,NA,10224556.151825,21457.1364333089,FALSE,14.1038675489643
1700,53033001000,"Census Tract 10, King County, Washington",2059,103978000,50499,"5Y21","Seattle",8.3,8,"Cedar Park/Meadowbrook","Cedar Park, Lake City, Meadowbrook, Matthews Beach",10,35,75,1000,1000,10,"Census Tract 10",235.83566539,0,13304.7244257489,75,123,NA,NA,NA,NA,NA,235.83566539,0.36788618,0.647,0.10197368,0.7,0.20071138,0.677,0.33485772,0.722,0.37056604,0.512,0.161,0.078,0.25,0.11,0.094,0.09517335,0.831,0.729,0.759,0.834,0.736,0.766,0.443,0.497,0.692,"Second highest",0.662,"Second highest",0.64,"Second highest",0.737,"Second highest",4,NA,NA,10272994,3571139,4007612,169634,0,1610301,737901,176407,7748385,2524609,34.7623974081947,39.0111393036928,1.65126155043019,0,15.6750894627214,7.18292057797367,1.71719169698727,75.4247982623177,24.5752017376823,3571139,4007612,10272994,346041,4353653,34.7623974081947,39.0111393036928,42.3795925511102,3.36845324741745,NA,343892,367908,3227247,3595155,3571139,-24016,-0.668010141426448,34.9961754090385,34.7623974081947,-0.233778000843763,NA,NA,NA,NA,NA,10273000.2481689,13304.723749005,FALSE,10.1871956705124
1701,53033001100,"Census Tract 11, King County, Washington",2707,155852300,57574,"5Y21","Seattle",8.2,8,"Olympic Hills/Victory Heights","Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",11,34,74,1100,1100,11,"Census Tract 11",262.01774748,0,14316.8853745215,74,40,NA,NA,NA,NA,NA,262.01774748,0.31623305,0.594,0.09733124,0.692,0.17295713,0.602,0.1451081,0.316,0.3870156,0.549,0.135,0.065,0.221,0.093,0.085,0.07419065,0.8091,0.526,0.526,0.533,0.473,0.24,0.24,0.677,0.549,"Middle",0.64,"Second highest",0.467,"Middle",0.504,"Middle",3,NA,NA,11413484,5052884,3511805,7388,0,1654450,957260,229697,8572077,2841407,44.271179597746,30.7689133309338,0.0647304539087276,0,14.495573831794,8.38709722640344,2.012505559214,75.1048233825885,24.8951766174115,5052884,3511805,11413484,237085,3748890,44.271179597746,30.7689133309338,32.8461493440566,2.07723601312272,NA,433788,505231,4619096,5124327,5052884,-71443,-1.39419283742041,44.8971321990726,44.271179597746,-0.625952601326638,NA,NA,NA,NA,NA,11413492.8712463,14316.8847136625,FALSE,19.3760029803345
1702,53033001201,"Census Tract 12.01, King County, Washington",3934,126484300,32152,"5Y21","Seattle",8.1,8,"Northgate/Maple Leaf","Maple Leaf, Northgate, Pinehurst",12.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1703,53033001202,"Census Tract 12.02, King County, Washington",3232,127000900,39295,"5Y21","Seattle",8.1,8,"Northgate/Maple Leaf","Maple Leaf, Northgate, Pinehurst",12.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1704,53033001300,"Census Tract 13, King County, Washington",4779,231375700,48415,"5Y21","Seattle",9.2,9,"Licton Springs","Licton Springs",13,33,73,1300,1300,13,"Census Tract 13",292.55118422,0,15034.4701421118,73,4,NA,NA,NA,NA,NA,292.55118422,0.40545496,0.692,0.12756705,0.767,0.23149209,0.73,0.21842769,0.549,0.46841339,0.692,0.144,0.058,0.223,0.103,0.089,0.15250199,0.7929,0.639,0.398,0.586,0.624,0.593,0.842,0.828,0.73,"Second highest",0.73,"Second highest",0.647,"Second highest",0.707,"Second highest",4,NA,NA,12743527,3110414,3585307,8221,3385,2775140,1679260,1581800,6707327,6036200,24.4077954242966,28.1343383193679,0.0645111828146164,0.026562505027062,21.7768597343577,13.1773566297619,12.4125762043742,52.6332074315062,47.3667925684938,3110414,3585307,12740142,1590021,5175328,24.4142804687734,28.1418134899909,40.6222159847198,12.4804024947289,NA,360712,418298,2749702,3168000,3110414,-57586,-1.8177398989899,24.8662848498863,24.4142804687734,-0.452004381112864,NA,NA,NA,NA,NA,12743528.0027161,15034.4691396732,FALSE,-22.9525120997204
1705,53033001400,"Census Tract 14, King County, Washington",5190,332701200,64104,"5Y21","Seattle",10.1,10,"North Beach/Blue Ridge","Crown Hill, North Beach, Blue Ridge",14,57,99,1400,1400,14,"Census Tract 14",525.96403385,0,30486.9573155023,99,61,NA,NA,NA,NA,NA,525.96403385,0.23671752,0.384,0.04149456,0.482,0.15798702,0.564,0.20638261,0.497,0.47906977,0.7,0.142,0.063,0.233,0.103,0.091,0.11762181,0.7973,0.601,0.496,0.714,0.624,0.669,0.691,0.797,0.61,"Second highest",0.474,"Middle",0.602,"Second highest",0.715,"Second highest",4,NA,NA,22911008,9341406,6545810,210469,1936,3390013,1888808,1532566,16099621,6811387,40.7725666195045,28.5705892992574,0.918637015010426,0.00845008652609261,14.796437590175,8.24410693759087,6.68921245193577,70.2702430202984,29.7297569797016,9341406,6545810,22909072,1743035,8288845,40.7760122278196,28.5730037427967,36.1814961339333,7.60849239113658,NA,716729,1069906,8624677,9694583,9341406,-353177,-3.64303446574236,42.3176591352107,40.7760122278196,-1.5416469073911,NA,NA,NA,NA,NA,22910990.1964111,30486.9554330512,FALSE,11.046255248118
